skill_id,skill_name,category,difficulty,frequency
recruitment,recruitment,extracted,intermediate,1
trial,trial,extracted,intermediate,1
maven_course,maven course,extracted,intermediate,1
build_automation,build automation,extracted,intermediate,1
students,students,extracted,intermediate,2
math_skills,math skills,extracted,intermediate,1
iknowit,iknowit,extracted,intermediate,1
linux_daemon,linux daemon,extracted,intermediate,1
a_webpage_database_crawler,a webpage database crawler,extracted,intermediate,1
management_concepts,management concepts,extracted,intermediate,1
metaphor,metaphor,extracted,intermediate,1
containerization,containerization,cloud_computing,intermediate,3
permanent_tables,permanent tables,extracted,intermediate,1
access-controlled_views,access-controlled views,extracted,intermediate,1
business_analytics,business analytics,extracted,intermediate,2
invitations,invitations,extracted,intermediate,1
value_delivery,value delivery,extracted,intermediate,1
beginners_v3,beginners v3,extracted,intermediate,1
generative_ai_applications,generative ai applications,extracted,intermediate,1
enterprise_network_design,enterprise network design,extracted,intermediate,1
virtualization,virtualization,extracted,intermediate,1
ruby,ruby,programming,intermediate,6
your_web_dev_portfolio,your web dev portfolio,extracted,intermediate,1
course,course,extracted,intermediate,4
input_filter_design,input filter design,extracted,intermediate,1
counterterrorism,counterterrorism,extracted,intermediate,1
theory,theory,extracted,intermediate,4
shop,shop,extracted,intermediate,1
facebook_shops,facebook shops,extracted,intermediate,1
oracle_sql_functions,oracle sql functions,extracted,intermediate,1
sql_developer,sql developer,extracted,intermediate,1
a_product_portfolio_website,a product portfolio website,extracted,intermediate,1
an_organisational_ai_strategy,an organisational ai strategy,extracted,intermediate,1
business_analysts,business analysts,extracted,intermediate,1
visualization,visualization,extracted,intermediate,3
unreal_engine_3d_pacman,unreal engine 3d pacman,extracted,intermediate,1
game,game,extracted,intermediate,1
vertex_ai_studio,vertex ai studio,extracted,intermediate,1
material_design,material design,extracted,intermediate,2
generative_ai-powered_applications,generative ai-powered applications,extracted,intermediate,1
a_high-quality_flyer,a high-quality flyer,extracted,intermediate,1
ethical_media,ethical media,extracted,intermediate,1
journalism,journalism,extracted,intermediate,1
small_data_part,small data part,extracted,intermediate,1
sacred_texts,sacred texts,extracted,intermediate,1
dialogue,dialogue,extracted,intermediate,1
the_bible,the bible,extracted,intermediate,1
the_qur'an,the qur'an,extracted,intermediate,1
team_management,team management,project_management,intermediate,7
advanced_techniques,advanced techniques,extracted,intermediate,1
security_services,security services,extracted,intermediate,1
an_engaging_candidate_experience,an engaging candidate experience,extracted,intermediate,1
model_evaluation,model evaluation,data_science,intermediate,11
machine_learning_operations,machine learning operations,extracted,intermediate,15
mlops,mlops,extracted,intermediate,17
production_machine_learning_systems,production machine learning systems,extracted,intermediate,1
concreting_practices,concreting practices,extracted,intermediate,1
justice,justice,extracted,intermediate,1
fairness,fairness,extracted,intermediate,1
energy_transitions,energy transitions,extracted,intermediate,1
effective_service_innovation,effective service innovation,extracted,intermediate,1
hotel_management,hotel management,extracted,intermediate,1
product_design,product design,extracted,intermediate,3
ux/ui_fundamentals,ux/ui fundamentals,extracted,intermediate,2
textual_elements,textual elements,extracted,intermediate,1
fonts,fonts,extracted,intermediate,1
typography,typography,extracted,intermediate,1
gc_-_polski,gc - polski,extracted,intermediate,1
applied_cryptography,applied cryptography,extracted,intermediate,1
jenkins,jenkins,extracted,intermediate,2
an_organizational_company,an organizational company,extracted,intermediate,1
chart,chart,extracted,intermediate,1
visually_engaging_presentations,visually engaging presentations,extracted,intermediate,1
microsoft_sway,microsoft sway,extracted,intermediate,2
scheduling,scheduling,project_management,intermediate,9
reliable_google_cloud_infrastructure,reliable google cloud infrastructure,extracted,intermediate,1
process,process,extracted,intermediate,6
practice_exam,practice exam,extracted,intermediate,9
agile_scrum,agile scrum,extracted,intermediate,1
scrum_master,scrum master,extracted,intermediate,1
business_decision,business decision,extracted,intermediate,1
clinical_health_data,clinical health data,extracted,intermediate,1
better_healthcare,better healthcare,extracted,intermediate,1
social_media_posts,social media posts,extracted,intermediate,2
genai,genai,extracted,intermediate,3
:_mastering_chatgpt,: mastering chatgpt,extracted,intermediate,1
innovation,innovation,extracted,intermediate,9
figma,figma,extracted,intermediate,11
matplotlib,matplotlib,extracted,intermediate,1
responsive_web_design,responsive web design,extracted,intermediate,2
logistic_regression_fundamentals,logistic regression fundamentals,extracted,intermediate,1
parent_feedback,parent feedback,extracted,intermediate,1
data_publishing,data publishing,extracted,intermediate,1
authorized_views,authorized views,extracted,intermediate,1
data_sharing_partners,data sharing partners,extracted,intermediate,2
a_sales_pitch_presentation,a sales pitch presentation,extracted,intermediate,1
python_scripting_case,python scripting case,extracted,intermediate,1
a_console_application,a console application,extracted,intermediate,1
basic_bgp,basic bgp,extracted,intermediate,1
business_essentials,business essentials,extracted,intermediate,6
reviews,reviews,extracted,intermediate,1
test_automation,test automation,extracted,intermediate,1
optimize_planning,optimize planning,extracted,intermediate,1
rapid_prototyping,rapid prototyping,extracted,intermediate,2
embedded_interface_designs,embedded interface designs,extracted,intermediate,1
api_development,api development,software_engineering,intermediate,6
graphql_api_development,graphql api development,extracted,intermediate,1
schema_design,schema design,extracted,intermediate,1
security,security,extracted,intermediate,3
deployment,deployment,extracted,intermediate,3
startups,startups,extracted,intermediate,3
discounted_cash_flows,discounted cash flows,extracted,intermediate,1
hardware,hardware,extracted,intermediate,1
raspberry_pi_projects,raspberry pi projects,extracted,intermediate,1
jetpack_compose,jetpack compose,extracted,intermediate,1
lazycolumn_lists,lazycolumn lists,extracted,intermediate,1
an_integration,an integration,extracted,intermediate,1
application_integration,application integration,extracted,intermediate,1
test_accessibility,test accessibility,extracted,intermediate,1
your_design,your design,extracted,intermediate,1
wave,wave,extracted,intermediate,1
apis_explorer,apis explorer,extracted,intermediate,1
a_cluster,a cluster,extracted,intermediate,1
healthcare_information_design,healthcare information design,extracted,intermediate,1
visualizations,visualizations,extracted,intermediate,2
a_digital_wireframe,a digital wireframe,extracted,intermediate,1
exciting_dashboards,exciting dashboards,extracted,intermediate,1
u.s._universities,u.s. universities,extracted,intermediate,1
python_unit_test,python unit test,extracted,intermediate,1
data_visualization_best_practices,data visualization best practices,extracted,intermediate,1
android_app_development,android app development,extracted,intermediate,1
dashboards,dashboards,extracted,intermediate,4
stories,stories,extracted,intermediate,1
the_history,the history,extracted,intermediate,1
operations,operations,extracted,intermediate,4
your_design_thinking_practice,your design thinking practice,extracted,intermediate,1
apache_spark,apache spark,extracted,intermediate,5
fpga-accelerated_cloud_applications,fpga-accelerated cloud applications,extracted,intermediate,2
sdaccel,sdaccel,extracted,intermediate,1
css_animations,css animations,extracted,intermediate,1
bim_fundamentals,bim fundamentals,extracted,intermediate,1
smarter_building_design,smarter building design,extracted,intermediate,1
planning,planning,extracted,intermediate,3
italiano,italiano,extracted,intermediate,1
machine_learning_engineering,machine learning engineering,extracted,intermediate,1
billing_data,billing data,extracted,intermediate,1
api_basics,api basics,extracted,intermediate,3
a_game,a game,extracted,intermediate,1
async_js,async js,extracted,intermediate,1
path,path,extracted,intermediate,5
interaction_design,interaction design,design,intermediate,6
user_experience,user experience,extracted,intermediate,4
strategic_organization_design,strategic organization design,extracted,intermediate,1
jasper,jasper,extracted,intermediate,1
ranking,ranking,extracted,intermediate,1
classification_problems,classification problems,extracted,intermediate,1
utiliser_bigquery_machine,utiliser bigquery machine,extracted,intermediate,1
pour_l'inférence,pour l'inférence,extracted,intermediate,1
a_marketing_strategy,a marketing strategy,extracted,intermediate,1
facebook_insights,facebook insights,extracted,intermediate,1
your_google_cloud,your google cloud,extracted,intermediate,5
facebook/ig_stories,facebook/ig stories,extracted,intermediate,1
competitive_analysis,competitive analysis,business_analysis,intermediate,5
a_mems-based_sensor,a mems-based sensor,extracted,intermediate,1
portfolio_diversification,portfolio diversification,extracted,intermediate,1
correlation_matrix,correlation matrix,extracted,intermediate,1
nosql_databases,nosql databases,extracted,intermediate,1
mongodb,mongodb,extracted,intermediate,3
cassandra,cassandra,extracted,intermediate,1
websockets_protocol,websockets protocol,extracted,intermediate,1
tableau_certified_data_analyst,tableau certified data analyst,extracted,intermediate,1
a_custom_workflow,a custom workflow,extracted,intermediate,1
templates,templates,extracted,intermediate,1
api_testing,api testing,extracted,intermediate,1
linear_algebra,linear algebra,mathematics,intermediate,18
r:_design,r: design,extracted,intermediate,1
applied_business_analytics,applied business analytics,extracted,intermediate,1
applied_statistics,applied statistics,extracted,intermediate,1
scrum_master_certification_practice,scrum master certification practice,extracted,intermediate,1
content,content,extracted,intermediate,2
email_marketing,email marketing,marketing,intermediate,4
corporate_newsletters,corporate newsletters,extracted,intermediate,1
financial_modeling,financial modeling,finance,intermediate,3
a_simple_gantt_chart,a simple gantt chart,extracted,intermediate,2
user_experience_design,user experience design,extracted,intermediate,4
part,part,extracted,intermediate,14
arguments,arguments,extracted,intermediate,1
trust,trust,extracted,intermediate,1
a_responsive_seat_selector,a responsive seat selector,extracted,intermediate,1
iot_and_edge_devices,iot and edge devices,extracted,intermediate,1
an_sap_solution,an sap solution,extracted,intermediate,2
looker_日本語版,looker 日本語版,extracted,intermediate,1
pytorch,pytorch,extracted,intermediate,4
portfolio_analysis,portfolio analysis,extracted,intermediate,1
creational_design_patterns,creational design patterns,extracted,intermediate,1
español,español,extracted,intermediate,3
production_machine,production machine,extracted,intermediate,3
français,français,extracted,intermediate,6
mailchimp,mailchimp,extracted,intermediate,5
seaborn_python,seaborn python,extracted,intermediate,2
advanced_visualizations,advanced visualizations,extracted,intermediate,2
advanced_devops_tools,advanced devops tools,extracted,intermediate,1
llm_apps,llm apps,extracted,intermediate,1
modern_physics_ii,modern physics ii,extracted,intermediate,1
quantum_mechanics,quantum mechanics,extracted,intermediate,1
gc_-_yкраїнська,gc - yкраїнська,extracted,intermediate,1
to_student_assessment,to student assessment,extracted,intermediate,1
advanced_reports,advanced reports,extracted,intermediate,1
sas_visual_analytics,sas visual analytics,extracted,intermediate,1
a_de-identified_copy,a de-identified copy,extracted,intermediate,1
data_processing,data processing,extracted,intermediate,1
master_data_analysis,master data analysis,extracted,intermediate,1
two_practice_tests,two practice tests,extracted,intermediate,1
financial_analysis,financial analysis,finance,intermediate,13
a_fundraising_page,a fundraising page,extracted,intermediate,1
a_project_charter,a project charter,extracted,intermediate,1
google_docs,google docs,extracted,intermediate,1
google_sheets,google sheets,extracted,intermediate,11
imba,imba,extracted,intermediate,1
a_blog,a blog,extracted,intermediate,3
your_business,your business,extracted,intermediate,2
character_design,character design,extracted,intermediate,1
video_games,video games,extracted,intermediate,2
hero,hero,extracted,intermediate,1
visual_effects,visual effects,extracted,intermediate,1
sound,sound,extracted,intermediate,1
ml_studio,ml studio,extracted,intermediate,2
security_-_master,security - master,extracted,intermediate,1
user_centric_web_design,user centric web design,extracted,intermediate,1
scrum.org_psm,scrum.org psm,extracted,intermediate,1
genai_and_capstone_project,genai and capstone project,extracted,intermediate,1
spark,spark,extracted,intermediate,1
google_cloud_dataproc,google cloud dataproc,extracted,intermediate,1
building_web_pages,building web pages,extracted,intermediate,1
html5,html5,extracted,intermediate,3
css3,css3,extracted,intermediate,3
simulation,simulation,extracted,intermediate,4
call_centre_operations,call centre operations,extracted,intermediate,1
r_simmer,r simmer,extracted,intermediate,2
unity_game_development,unity game development,extracted,intermediate,2
design_pipe_runner,design pipe runner,extracted,intermediate,1
data-intensive_applications,data-intensive applications,extracted,intermediate,1
a_professional_resume,a professional resume,extracted,intermediate,1
building_target_proximity_game,building target proximity game,extracted,intermediate,1
cloud_business_kpis,cloud business kpis,extracted,intermediate,1
data_products,data products,extracted,intermediate,1
freelance_video_editing,freelance video editing,extracted,intermediate,1
strong_client_relationships,strong client relationships,extracted,intermediate,1
prostate_cancer,prostate cancer,extracted,intermediate,1
vertex_ai,vertex ai,extracted,intermediate,3
prompt_design,prompt design,extracted,intermediate,1
public_health_practice,public health practice,extracted,intermediate,6
derived_tables,derived tables,extracted,intermediate,1
agile_projects,agile projects,extracted,intermediate,2
user_stories,user stories,extracted,intermediate,4
value,value,extracted,intermediate,2
llm_powered_npcs,llm powered npcs,extracted,intermediate,1
master_oracle_sql_developer,master oracle sql developer,extracted,intermediate,1
databases,databases,extracted,intermediate,5
align_design_teams,align design teams,extracted,intermediate,1
scamper_brainstorming,scamper brainstorming,extracted,intermediate,1
plants_-_part_ii,plants - part ii,extracted,intermediate,1
things,things,extracted,intermediate,3
a_mobile_surveillance_system,a mobile surveillance system,extracted,intermediate,2
a_small_business_website,a small business website,extracted,intermediate,1
diversity,diversity,extracted,intermediate,3
inclusion,inclusion,extracted,intermediate,3
a_strategy,a strategy,extracted,intermediate,1
html_forms,html forms,extracted,intermediate,1
trading,trading,extracted,intermediate,1
php,php,programming,intermediate,11
a_strong_business_foundation,a strong business foundation,extracted,intermediate,1
global_brands,global brands,extracted,intermediate,1
jagdish_sheth,jagdish sheth,extracted,intermediate,1
an_ai_personal_assistant,an ai personal assistant,extracted,intermediate,1
a_chatbot,a chatbot,extracted,intermediate,2
voiceflow,voiceflow,extracted,intermediate,1
aipmm_certified_product_manager,aipmm certified product manager,extracted,intermediate,1
a_virtual_private_cloud,a virtual private cloud,extracted,intermediate,1
informative_presentations,informative presentations,extracted,intermediate,2
google_cloud_-_日本語版,google cloud - 日本語版,extracted,intermediate,1
jira,jira,extracted,intermediate,2
css_flexbox,css flexbox,extracted,intermediate,1
algorithm_interview_practice,algorithm interview practice,extracted,intermediate,1
junior_developers,junior developers,extracted,intermediate,1
corporate_finance,corporate finance,finance,intermediate,10
content_marketing,content marketing,marketing,intermediate,5
key_principles,key principles,extracted,intermediate,1
amazing_patterns,amazing patterns,extracted,intermediate,1
online_data_migration,online data migration,extracted,intermediate,1
striim,striim,extracted,intermediate,2
your_network,your network,extracted,intermediate,1
software_design,software design,extracted,intermediate,5
an_element,an element,extracted,intermediate,1
the_software_development_lifecycle,the software development lifecycle,extracted,intermediate,1
platform_thinking,platform thinking,extracted,intermediate,1
a_platform,a platform,extracted,intermediate,1
a_supermarket_app,a supermarket app,extracted,intermediate,2
oop_features,oop features,extracted,intermediate,1
ccba_practice_exam,ccba practice exam,extracted,intermediate,1
flowchart,flowchart,extracted,intermediate,2
a_product_innovation_board,a product innovation board,extracted,intermediate,1
reusable_react_components,reusable react components,extracted,intermediate,1
research_design,research design,extracted,intermediate,1
inquiry,inquiry,extracted,intermediate,1
discovery,discovery,extracted,intermediate,3
blueprint,blueprint,extracted,intermediate,1
interior_design,interior design,extracted,intermediate,1
etl_pipelines,etl pipelines,extracted,intermediate,1
hands,hands,extracted,intermediate,2
api_design,api design,extracted,intermediate,1
describing,describing,extracted,intermediate,1
market_research,market research,extracted,intermediate,1
predictive_analytics,predictive analytics,extracted,intermediate,1
child_development,child development,extracted,intermediate,1
synapse,synapse,extracted,intermediate,1
cybersecurity,cybersecurity,extracted,intermediate,1
hadoop_tools,hadoop tools,extracted,intermediate,1
master_unity_game_physics,master unity game physics,extracted,intermediate,1
simulate,simulate,extracted,intermediate,1
widgetkit,widgetkit,extracted,intermediate,1
swiftui,swiftui,extracted,intermediate,3
lawyers,lawyers,extracted,intermediate,1
your_first_web_app,your first web app,extracted,intermediate,1
the_business_model,the business model,extracted,intermediate,1
corporate_entrepreneurs,corporate entrepreneurs,extracted,intermediate,3
a_project_management_dashboard,a project management dashboard,extracted,intermediate,1
bitrix24,bitrix24,extracted,intermediate,1
mobile_development,mobile development,software_engineering,intermediate,4
infrastructure_as_code,infrastructure as code,cloud_computing,intermediate,4
non-scary_adobe,non-scary adobe,extracted,intermediate,3
"the_color""_game","the color"" game",extracted,intermediate,1
beethoven's_piano,beethoven's piano,extracted,intermediate,4
engaging_videos,engaging videos,extracted,intermediate,2
customers_internet_connectivity,customers internet connectivity,extracted,intermediate,1
career_options,career options,extracted,intermediate,1
a_new_career,a new career,extracted,intermediate,1
operational_business_intelligence,operational business intelligence,extracted,intermediate,1
cadence_design_systems,cadence design systems,extracted,intermediate,1
essential_guide,essential guide,extracted,intermediate,1
pricing_strategy,pricing strategy,extracted,intermediate,1
cluster_analysis_techniques,cluster analysis techniques,extracted,intermediate,1
gc_-_português,gc - português,extracted,intermediate,1
text,text,extracted,intermediate,3
wireframes,wireframes,extracted,intermediate,3
prototypes,prototypes,extracted,intermediate,4
wealth,wealth,extracted,intermediate,2
market_attractiveness,market attractiveness,extracted,intermediate,1
market_analysis,market analysis,business_analysis,intermediate,3
﻿building_restful_apis,﻿building restful apis,extracted,intermediate,1
stakeholder_management,stakeholder management,business_analysis,intermediate,3
build_and_release_pipelines,build and release pipelines,extracted,intermediate,1
a_machine,a machine,extracted,intermediate,1
ready_organization,ready organization,extracted,intermediate,1
user-generated_content,user-generated content,extracted,intermediate,1
the_cloud_video_intelligence,the cloud video intelligence,extracted,intermediate,1
developing_solutions,developing solutions,extracted,intermediate,1
ai-powered_application,ai-powered application,extracted,intermediate,1
information_architecture,information architecture,extracted,intermediate,1
nursing_informatics_leadership_theory,nursing informatics leadership theory,extracted,intermediate,1
bigquery_usage,bigquery usage,extracted,intermediate,2
an_expense_tracker,an expense tracker,extracted,intermediate,1
backends,backends,extracted,intermediate,1
microsoft_azure_backup,microsoft azure backup,extracted,intermediate,1
navigational_workflows,navigational workflows,extracted,intermediate,1
leading_teams,leading teams,extracted,intermediate,2
effective_team_cultures,effective team cultures,extracted,intermediate,1
agile_scrum_course,agile scrum course,extracted,intermediate,1
a_data_transformation_pipeline,a data transformation pipeline,extracted,intermediate,1
interpretation,interpretation,extracted,intermediate,1
clinical_trials,clinical trials,extracted,intermediate,2
digital_marketing_analytics,digital marketing analytics,extracted,intermediate,1
a_teacher,a teacher,extracted,intermediate,1
english,english,extracted,intermediate,3
lesson_design,lesson design,extracted,intermediate,1
a_ci/cd_pipeline,a ci/cd pipeline,extracted,intermediate,1
agents,agents,extracted,intermediate,3
a_budget,a budget,extracted,intermediate,3
a_database,a database,extracted,intermediate,1
the_modeling_tool,the modeling tool,extracted,intermediate,1
developers,developers,extracted,intermediate,3
data_contracts,data contracts,extracted,intermediate,1
schema_registry,schema registry,extracted,intermediate,1
plotnine,plotnine,extracted,intermediate,1
ggplot,ggplot,extracted,intermediate,1
a_brand_awareness_survey,a brand awareness survey,extracted,intermediate,1
your_ecommerce,your ecommerce,extracted,intermediate,1
standard_operating_procedures,standard operating procedures,extracted,intermediate,1
sops,sops,extracted,intermediate,1
wood_science,wood science,extracted,intermediate,1
a_landing_page,a landing page,extracted,intermediate,1
digital_course_collateral,digital course collateral,extracted,intermediate,1
behavioral_change,behavioral change,extracted,intermediate,1
a_quiz_game,a quiz game,extracted,intermediate,1
vanilla_javascript,vanilla javascript,extracted,intermediate,1
marketing_practice,marketing practice,extracted,intermediate,1
majors,majors,extracted,intermediate,1
analyze,analyze,extracted,intermediate,5
forecast,forecast,extracted,intermediate,2
web_accessibility,web accessibility,extracted,intermediate,1
strategic_planning,strategic planning,business_analysis,intermediate,4
data_lakes,data lakes,extracted,intermediate,1
the_framework,the framework,extracted,intermediate,1
movement,movement,extracted,intermediate,2
bones,bones,extracted,intermediate,1
muscles,muscles,extracted,intermediate,1
chatfuel,chatfuel,extracted,intermediate,1
blockchain,blockchain,extracted,intermediate,2
solidity,solidity,extracted,intermediate,1
llms,llms,extracted,intermediate,1
enterprise_automation,enterprise automation,extracted,intermediate,1
figma_design,figma design,extracted,intermediate,1
a_document,a document,extracted,intermediate,1
scrum_framework,scrum framework,extracted,intermediate,1
agile_development,agile development,extracted,intermediate,1
software_architecture,software architecture,software_engineering,advanced,6
wix_artificial_design_intelligence,wix artificial design intelligence,extracted,intermediate,1
arm_processor,arm processor,extracted,intermediate,1
sales,sales,extracted,intermediate,1
data_structures,data structures,extracted,intermediate,4
إتقان_الإدارة_المالية,إتقان الإدارة المالية,extracted,intermediate,1
financial_management,financial management,extracted,intermediate,1
styled_components,styled components,extracted,intermediate,1
better_generative_adversarial_networks,better generative adversarial networks,extracted,intermediate,1
ideas,ideas,extracted,intermediate,3
user-centricity,user-centricity,extracted,intermediate,1
advanced_react,advanced react,extracted,intermediate,1
big_o_notation,big o notation,extracted,intermediate,1
em_português,em português,extracted,intermediate,1
tailored_customer_emails,tailored customer emails,extracted,intermediate,1
pneumonia_classification,pneumonia classification,extracted,intermediate,1
embedded_systems,embedded systems,extracted,intermediate,3
tweet_engagement,tweet engagement,extracted,intermediate,1
twitter_analytics,twitter analytics,extracted,intermediate,1
ollama,ollama,extracted,intermediate,1
local_llms,local llms,extracted,intermediate,1
blender_3d,blender 3d,extracted,intermediate,2
a_3d_vaporwave_animation,a 3d vaporwave animation,extracted,intermediate,1
high-performance_teams,high-performance teams,extracted,intermediate,1
personal_resilience,personal resilience,extracted,intermediate,1
a_real-world_scenario,a real-world scenario,extracted,intermediate,1
a_balloon_dog,a balloon dog,extracted,intermediate,1
the_art,the art,extracted,intermediate,8
cross-functional_collaboration,cross-functional collaboration,extracted,intermediate,1
basic_web_layouts,basic web layouts,extracted,intermediate,1
the_gcp_marketplace,the gcp marketplace,extracted,intermediate,1
unity,unity,extracted,intermediate,12
design_voxel_environments,design voxel environments,extracted,intermediate,1
marching_squares,marching squares,extracted,intermediate,1
wrangling_computing_environments,wrangling computing environments,extracted,intermediate,1
applied_industrial_internet,applied industrial internet,extracted,intermediate,1
a_winning_marketing_strategy,a winning marketing strategy,extracted,intermediate,1
enhance,enhance,extracted,intermediate,1
mood_boards,mood boards,extracted,intermediate,1
advanced_pivot_tables,advanced pivot tables,extracted,intermediate,1
português_brasileiro,português brasileiro,extracted,intermediate,3
disorders,disorders,extracted,intermediate,1
substance_use,substance use,extracted,intermediate,1
addictive_behaviors,addictive behaviors,extracted,intermediate,1
models,models,extracted,intermediate,1
model_garden,model garden,extracted,intermediate,1
business_model,business model,extracted,intermediate,1
multimodal_generative_ai_applications,multimodal generative ai applications,extracted,intermediate,1
a_performance_summary,a performance summary,extracted,intermediate,1
snapeval,snapeval,extracted,intermediate,1
user_personas,user personas,extracted,intermediate,1
journey,journey,extracted,intermediate,1
ultimate_graphic_design_course,ultimate graphic design course,extracted,intermediate,1
40_practical_projects,40 practical projects,extracted,intermediate,1
online_course,online course,extracted,intermediate,1
apps,apps,extracted,intermediate,4
fine-tune_llms,fine-tune llms,extracted,intermediate,1
the_openai_api,the openai api,extracted,intermediate,1
wakelet,wakelet,extracted,intermediate,1
learning_collections,learning collections,extracted,intermediate,1
translation,translation,extracted,intermediate,1
pages,pages,extracted,intermediate,1
lcfa_practice_course,lcfa practice course,extracted,intermediate,1
data_warehouse_concepts,data warehouse concepts,extracted,intermediate,1
data_integration,data integration,extracted,intermediate,2
discrete_mathematics,discrete mathematics,mathematics,intermediate,3
advanced_3d_game_levels,advanced 3d game levels,extracted,intermediate,1
change,change,extracted,intermediate,2
social_entrepreneurship,social entrepreneurship,extracted,intermediate,1
prometheus,prometheus,extracted,intermediate,2
parte,parte,extracted,intermediate,4
design_thinking_para,design thinking para,extracted,intermediate,2
la_resolución_de_problemas,la resolución de problemas,extracted,intermediate,1
design_basics,design basics,extracted,intermediate,2
steel_buildings,steel buildings,extracted,intermediate,2
a_model_car_database,a model car database,extracted,intermediate,1
genai_chatbots,genai chatbots,extracted,intermediate,1
openai-powered_chatbots,openai-powered chatbots,extracted,intermediate,1
a_3d_animator,a 3d animator,extracted,intermediate,1
your_dream_animation_career,your dream animation career,extracted,intermediate,1
techniques,techniques,extracted,intermediate,7
artful_practices,artful practices,extracted,intermediate,1
stm32,stm32,extracted,intermediate,1
deep_dive,deep dive,extracted,intermediate,1
mastering_embedded_systems,mastering embedded systems,extracted,intermediate,1
3d_character_design_workshop,3d character design workshop,extracted,intermediate,1
nomad_sculpt,nomad sculpt,extracted,intermediate,1
networks_-_português,networks - português,extracted,intermediate,1
a_profile,a profile,extracted,intermediate,1
network,network,extracted,intermediate,1
a_winning_investment_portfolio,a winning investment portfolio,extracted,intermediate,1
validation,validation,extracted,intermediate,1
cypress,cypress,extracted,intermediate,1
robust_web_test,robust web test,extracted,intermediate,1
core,core,extracted,intermediate,1
ecommerce,ecommerce,extracted,intermediate,1
versatility,versatility,extracted,intermediate,1
how_big_brands,how big brands,extracted,intermediate,1
interpersonal_psychotherapy,interpersonal psychotherapy,extracted,intermediate,1
metrics,metrics,extracted,intermediate,1
exporters,exporters,extracted,intermediate,1
the_managed_service,the managed service,extracted,intermediate,1
animations,animations,extracted,intermediate,2
transitions,transitions,extracted,intermediate,2
ibm_watson_studio,ibm watson studio,extracted,intermediate,1
audio_transcripts,audio transcripts,extracted,intermediate,1
amazon_transcribe,amazon transcribe,extracted,intermediate,1
gc_-_日本語版,gc - 日本語版,extracted,intermediate,1
an_e-manual_server,an e-manual server,extracted,intermediate,1
e_data_mining,e data mining,extracted,intermediate,1
a_rest_api,a rest api,extracted,intermediate,2
nodejs_serverless_functions,nodejs serverless functions,extracted,intermediate,1
the_real_world,the real world,extracted,intermediate,2
transformations,transformations,extracted,intermediate,1
video_game_design,video game design,extracted,intermediate,1
your_world,your world,extracted,intermediate,1
security_best_practices,security best practices,extracted,intermediate,6
google_cloud_日本語版,google cloud 日本語版,extracted,intermediate,1
the_pl-900_practice_exam,the pl-900 practice exam,extracted,intermediate,1
risk_assessment,risk assessment,cybersecurity,intermediate,3
tiktok_community,tiktok community,extracted,intermediate,1
fitness_programming,fitness programming,extracted,intermediate,1
population_health,population health,extracted,intermediate,1
study_design,study design,extracted,intermediate,1
salesforce_design_mastery,salesforce design mastery,extracted,intermediate,1
crm_customization,crm customization,extracted,intermediate,1
your_professional_eportfolio,your professional eportfolio,extracted,intermediate,1
an_application,an application,extracted,intermediate,2
chat_prompts,chat prompts,extracted,intermediate,1
the_gemini_model,the gemini model,extracted,intermediate,1
the_sale,the sale,extracted,intermediate,1
your_style,your style,extracted,intermediate,1
your_editing_style,your editing style,extracted,intermediate,1
ethics,ethics,extracted,intermediate,4
responsible_use,responsible use,extracted,intermediate,2
creativity,creativity,extracted,intermediate,2
a_financial_statement,a financial statement,extracted,intermediate,1
a_breakout_game,a breakout game,extracted,intermediate,1
work,work,extracted,intermediate,1
google_kubernetes_engine_pipeline,google kubernetes engine pipeline,extracted,intermediate,1
implementation,implementation,extracted,intermediate,3
youth,youth,extracted,intermediate,1
an_interactive_mind_map,an interactive mind map,extracted,intermediate,1
public_health,public health,extracted,intermediate,1
an_automated_landing_page,an automated landing page,extracted,intermediate,1
wix_adi,wix adi,extracted,intermediate,1
multi-agent_development,multi-agent development,extracted,intermediate,1
social)_network_data,social) network data,extracted,intermediate,1
global_startup,global startup,extracted,intermediate,1
a_data_warehouse,a data warehouse,extracted,intermediate,5
social_media_content,social media content,extracted,intermediate,3
prezi,prezi,extracted,intermediate,2
pyspark_foundations,pyspark foundations,extracted,intermediate,1
ai_applications,ai applications,extracted,intermediate,2
interaction_design_capstone_project,interaction design capstone project,extracted,intermediate,1
natural_light,natural light,extracted,intermediate,1
portrait_photography,portrait photography,extracted,intermediate,1
public_health_informatics,public health informatics,extracted,intermediate,1
leaders,leaders,extracted,intermediate,1
custom_fields,custom fields,extracted,intermediate,1
looker_explores,looker explores,extracted,intermediate,1
containerized_applications,containerized applications,extracted,intermediate,1
alloydb,alloydb,extracted,intermediate,3
vertex,vertex,extracted,intermediate,6
intelligent_applications,intelligent applications,extracted,intermediate,1
hotel_financials,hotel financials,extracted,intermediate,1
apis,apis,extracted,intermediate,3
openapi_specification,openapi specification,extracted,intermediate,1
builder_and_power_apps,builder and power apps,extracted,intermediate,1
a_business_profile,a business profile,extracted,intermediate,1
twitter,twitter,extracted,intermediate,1
master_compliance,master compliance,extracted,intermediate,1
ms_365_copilot,ms 365 copilot,extracted,intermediate,1
the_ethical_use,the ethical use,extracted,intermediate,1
data-driven_technologies,data-driven technologies,extracted,intermediate,1
personas,personas,extracted,intermediate,1
