course_id,course_title,skill,skill_category,skill_difficulty,confidence,extraction_method,cluster
C3700,Credit Risk Management: Frameworks and Strategies,risk management,finance,intermediate,0.9,taxonomy_match,2
C3701,BiteSize Python: NumPy and Pandas,python,programming,intermediate,0.9,taxonomy_match,0
C3703,Online Data Migration to BigQuery using Striim,online data migration,extracted,intermediate,0.6,nlp_extraction,0
C3703,Online Data Migration to BigQuery using Striim,striim,extracted,intermediate,0.6,nlp_extraction,0
C3705,Machine Learning Operations (MLOps): Getting Started,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C3705,Machine Learning Operations (MLOps): Getting Started,machine learning operations,extracted,intermediate,0.6,nlp_extraction,4
C3705,Machine Learning Operations (MLOps): Getting Started,mlops,extracted,intermediate,0.6,nlp_extraction,0
C3707,Intermediate Data Analysis Techniques with Pandas,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C3709,Google Cloud Fundamentals: Core Infrastructure in italiano,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3710,离散优化建模高阶篇 Advanced Modeling for Discrete Optimization,optimization,mathematics,advanced,0.9,taxonomy_match,0
C3711,Preparing for the Google Cloud Professional Cloud Architect Exam en Español,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3712,Managing Data Analysis,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C3715,Gen AI - RAG Application Development using LlamaIndex,llamaindex,extracted,intermediate,0.6,nlp_extraction,0
C3716,Python and Machine-Learning for Asset Management with Alternative Data Sets,python,programming,intermediate,0.9,taxonomy_match,0
C3721,Kubernetes From Basics to Guru: Unit 3,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C3722, Strategically Build and Engage Your Network on LinkedIn ,your network,extracted,intermediate,0.6,nlp_extraction,0
C3723,Software Design as an Element of the Software Development Lifecycle,software development,software_engineering,intermediate,0.9,taxonomy_match,0
C3723,Software Design as an Element of the Software Development Lifecycle,software design,extracted,intermediate,0.6,nlp_extraction,0
C3723,Software Design as an Element of the Software Development Lifecycle,an element,extracted,intermediate,0.6,nlp_extraction,3
C3723,Software Design as an Element of the Software Development Lifecycle,the software development lifecycle,extracted,intermediate,0.6,nlp_extraction,0
C3726,Platform Thinking: designing a Platform,platform thinking,extracted,intermediate,0.6,nlp_extraction,0
C3726,Platform Thinking: designing a Platform,a platform,extracted,intermediate,0.6,nlp_extraction,0
C3729,Create a Supermarket app using OOP Features in Java,java,programming,intermediate,0.9,taxonomy_match,0
C3729,Create a Supermarket app using OOP Features in Java,a supermarket app,extracted,intermediate,0.6,nlp_extraction,0
C3729,Create a Supermarket app using OOP Features in Java,oop features,extracted,intermediate,0.6,nlp_extraction,0
C3733,CCBA Practice Exam,ccba practice exam,extracted,intermediate,0.6,nlp_extraction,0
C3735,Fundamentals of Programming Using Flowchart and Pseudocode,fundamentals,extracted,intermediate,0.6,nlp_extraction,0
C3735,Fundamentals of Programming Using Flowchart and Pseudocode,programming,extracted,intermediate,0.6,nlp_extraction,0
C3735,Fundamentals of Programming Using Flowchart and Pseudocode,flowchart,extracted,intermediate,0.6,nlp_extraction,0
C3738,Java Programming Masterclass,java,programming,intermediate,0.9,taxonomy_match,0
C3739,Select a Google Cloud Database for Your Applications,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3743,Miro for Beginners: Create a Product Innovation Board,beginners,extracted,intermediate,0.6,nlp_extraction,0
C3743,Miro for Beginners: Create a Product Innovation Board,a product innovation board,extracted,intermediate,0.6,nlp_extraction,0
C3751,"App Deployment, Debugging, and Performance en Français",debugging,software_engineering,intermediate,0.9,taxonomy_match,0
C3754,Intro to Artificial Intelligence on Microsoft Azure,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C3756,Build Reusable React Components,react,programming,intermediate,0.9,taxonomy_match,0
C3756,Build Reusable React Components,reusable react components,extracted,intermediate,0.6,nlp_extraction,0
C3764,GO Programming for Everyone: Part 1,go,programming,intermediate,0.9,taxonomy_match,0
C3766,Scaling with Google Cloud Operations - Español,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3771,Research Design: Inquiry and Discovery,research,analytical,intermediate,0.9,taxonomy_match,0
C3771,Research Design: Inquiry and Discovery,research design,extracted,intermediate,0.6,nlp_extraction,0
C3771,Research Design: Inquiry and Discovery,inquiry,extracted,intermediate,0.6,nlp_extraction,0
C3771,Research Design: Inquiry and Discovery,discovery,extracted,intermediate,0.6,nlp_extraction,0
C3775,Blueprint to Brilliance Through Interior Design,blueprint,extracted,intermediate,0.6,nlp_extraction,0
C3775,Blueprint to Brilliance Through Interior Design,interior design,extracted,intermediate,0.6,nlp_extraction,9
C3780,Azure Monitoring and Analytics Fundamentals,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C3782,Apache Spark: Design & Execute ETL Pipelines Hands-On,apache spark,extracted,intermediate,0.6,nlp_extraction,0
C3782,Apache Spark: Design & Execute ETL Pipelines Hands-On,design,extracted,intermediate,0.6,nlp_extraction,9
C3782,Apache Spark: Design & Execute ETL Pipelines Hands-On,etl pipelines,extracted,intermediate,0.6,nlp_extraction,0
C3782,Apache Spark: Design & Execute ETL Pipelines Hands-On,hands,extracted,intermediate,0.6,nlp_extraction,0
C3784,"Cameras, Exposure, and Photography",photography,multimedia,intermediate,0.9,taxonomy_match,0
C3786,API Design and Fundamentals of Google Cloud's Apigee API Platform,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3786,API Design and Fundamentals of Google Cloud's Apigee API Platform,api design,extracted,intermediate,0.6,nlp_extraction,0
C3786,API Design and Fundamentals of Google Cloud's Apigee API Platform,fundamentals,extracted,intermediate,0.6,nlp_extraction,0
C3788,"Managing, Describing, and Analyzing Data",describing,extracted,intermediate,0.6,nlp_extraction,0
C3788,"Managing, Describing, and Analyzing Data",data,extracted,intermediate,0.6,nlp_extraction,11
C3792,ChatGPT for Beginners: Using AI for Market Research,research,analytical,intermediate,0.9,taxonomy_match,0
C3792,ChatGPT for Beginners: Using AI for Market Research,chatgpt,extracted,intermediate,0.6,nlp_extraction,0
C3792,ChatGPT for Beginners: Using AI for Market Research,beginners,extracted,intermediate,0.6,nlp_extraction,0
C3792,ChatGPT for Beginners: Using AI for Market Research,market research,extracted,intermediate,0.6,nlp_extraction,0
C3793,Google Cloud Fundamentals: Core Infrastructure 한국어,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3795,What is Qualitative Research?,research,analytical,intermediate,0.9,taxonomy_match,0
C3798,Design Thinking and Predictive Analytics for Data Products,design thinking,design,intermediate,0.9,taxonomy_match,9
C3798,Design Thinking and Predictive Analytics for Data Products,predictive analytics,extracted,intermediate,0.6,nlp_extraction,0
C3801,Communication as a Technical Leader,communication,project_management,intermediate,0.9,taxonomy_match,0
C3802,Understanding child development: from synapse to society,child development,extracted,intermediate,0.6,nlp_extraction,0
C3802,Understanding child development: from synapse to society,synapse,extracted,intermediate,0.6,nlp_extraction,0
C3803,Introduction to Cost Accounting,accounting,finance,intermediate,0.9,taxonomy_match,0
C3806,Cybersecurity Best Practices,cybersecurity,extracted,intermediate,0.6,nlp_extraction,0
C3809,JavaScript Fundamentals & The DOM,javascript,programming,intermediate,0.9,taxonomy_match,0
C3810,What's new in React 19?,react,programming,intermediate,0.9,taxonomy_match,0
C3815,Data Analysis Using  Hadoop Tools,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C3815,Data Analysis Using  Hadoop Tools,hadoop tools,extracted,intermediate,0.6,nlp_extraction,0
C3818,Introduction to Financial Engineering and Risk Management,risk management,finance,intermediate,0.9,taxonomy_match,2
C3819,Theory of Angular Momentum,angular,programming,intermediate,0.9,taxonomy_match,0
C3820,Machine Learning: Classification,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C3820,Machine Learning: Classification,classification,data_science,intermediate,0.9,taxonomy_match,0
C3822,Communication Principles for Leaders,communication,project_management,intermediate,0.9,taxonomy_match,0
C3824,"Master Unity Game Physics: Apply, Simulate & Transform",master unity game physics,extracted,intermediate,0.6,nlp_extraction,10
C3824,"Master Unity Game Physics: Apply, Simulate & Transform",simulate,extracted,intermediate,0.6,nlp_extraction,0
C3829,"Mastering WidgetKit in SwiftUI 4, iOS 16 with Dynamic Island",widgetkit,extracted,intermediate,0.6,nlp_extraction,0
C3829,"Mastering WidgetKit in SwiftUI 4, iOS 16 with Dynamic Island",swiftui,extracted,intermediate,0.6,nlp_extraction,0
C3831,"Network Security, Troubleshooting, & Certification Prep",network security,cybersecurity,intermediate,0.9,taxonomy_match,0
C3834,Terraform for the Absolute Beginner with Hands-on Labs,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C3835,AI for Lawyers: Learning and Leading,lawyers,extracted,intermediate,0.6,nlp_extraction,0
C3838,Solving Problems with Creative and Critical Thinking,critical thinking,analytical,intermediate,0.9,taxonomy_match,0
C3840,PM4R Agile: mentalidad ágil en proyectos de desarrollo,agile,software_engineering,intermediate,0.9,taxonomy_match,0
C3845,Object-Oriented Data Structures in C++,c++,programming,intermediate,0.9,taxonomy_match,0
C3846,Create Your First Web App with Python and Flask,python,programming,intermediate,0.9,taxonomy_match,0
C3846,Create Your First Web App with Python and Flask,flask,programming,intermediate,0.9,taxonomy_match,0
C3846,Create Your First Web App with Python and Flask,your first web app,extracted,intermediate,0.6,nlp_extraction,5
C3848,Matplotlib with Python: E-commerce Data Visualization,python,programming,intermediate,0.9,taxonomy_match,0
C3848,Matplotlib with Python: E-commerce Data Visualization,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C3850,Ethical Hacking,ethical hacking,cybersecurity,intermediate,0.9,taxonomy_match,0
C3854,Building the Business Model for Corporate Entrepreneurs,the business model,extracted,intermediate,0.6,nlp_extraction,0
C3854,Building the Business Model for Corporate Entrepreneurs,corporate entrepreneurs,extracted,intermediate,0.6,nlp_extraction,0
C3857,Certified Kubernetes Application Developer (CKAD): Unit 1,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C3861,Create a Project Management Dashboard using Bitrix24,a project management dashboard,extracted,intermediate,0.6,nlp_extraction,2
C3861,Create a Project Management Dashboard using Bitrix24,bitrix24,extracted,intermediate,0.6,nlp_extraction,0
C3862,Mobile Development with .NET MAUI,mobile development,software_engineering,intermediate,0.9,taxonomy_match,0
C3863,Terraform Basics - Managing Infrastructure as Code,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C3863,Terraform Basics - Managing Infrastructure as Code,infrastructure as code,cloud_computing,intermediate,0.9,taxonomy_match,0
C3865,Learn Non-Scary Adobe After Effects: Parenting & Tracking,non-scary adobe,extracted,intermediate,0.6,nlp_extraction,0
C3869,Oracle SQL Proficiency,sql,programming,intermediate,0.9,taxonomy_match,0
C3871,"Build ""Guess The Color"" game using JavaScript, HTML and CSS",javascript,programming,intermediate,0.9,taxonomy_match,0
C3871,"Build ""Guess The Color"" game using JavaScript, HTML and CSS",html,programming,intermediate,0.9,taxonomy_match,0
C3871,"Build ""Guess The Color"" game using JavaScript, HTML and CSS",css,programming,intermediate,0.9,taxonomy_match,0
C3871,"Build ""Guess The Color"" game using JavaScript, HTML and CSS","the color"" game",extracted,intermediate,0.6,nlp_extraction,10
C3873,Exploring Beethoven's Piano Sonatas Part 5,beethoven's piano,extracted,intermediate,0.6,nlp_extraction,0
C3873,Exploring Beethoven's Piano Sonatas Part 5,part,extracted,intermediate,0.6,nlp_extraction,0
C3878,"Cómo usar funciones, métodos y bucles en Python desde cero",python,programming,intermediate,0.9,taxonomy_match,0
C3882,Facebook Watch: Create Engaging Videos,engaging videos,extracted,intermediate,0.6,nlp_extraction,0
C3886,Machine Learning Operations with Vertex AI: Model Evaluation,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C3886,Machine Learning Operations with Vertex AI: Model Evaluation,model evaluation,data_science,intermediate,0.9,taxonomy_match,0
C3886,Machine Learning Operations with Vertex AI: Model Evaluation,operations,extracted,intermediate,0.6,nlp_extraction,0
C3886,Machine Learning Operations with Vertex AI: Model Evaluation,vertex ai,extracted,intermediate,0.6,nlp_extraction,0
C3891,Providing Customers Internet Connectivity using BGP ,customers internet connectivity,extracted,intermediate,0.6,nlp_extraction,0
C3894,Career Options: Exploring a New Career,career options,extracted,intermediate,0.6,nlp_extraction,0
C3894,Career Options: Exploring a New Career,a new career,extracted,intermediate,0.6,nlp_extraction,0
C3895,TypeScript Operators,typescript,programming,intermediate,0.9,taxonomy_match,0
C3896,Kubernetes Engine: Qwik Start,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C3898,Stepping Up: Preparing Yourself for Leadership,leadership,project_management,intermediate,0.9,taxonomy_match,0
C3903,Database Design and Operational Business Intelligence,business intelligence,business_analysis,intermediate,0.9,taxonomy_match,14
C3903,Database Design and Operational Business Intelligence,database design,extracted,intermediate,0.6,nlp_extraction,0
C3903,Database Design and Operational Business Intelligence,operational business intelligence,extracted,intermediate,0.6,nlp_extraction,14
C3904,Cadence Design Systems: Essential Guide,cadence design systems,extracted,intermediate,0.6,nlp_extraction,13
C3904,Cadence Design Systems: Essential Guide,essential guide,extracted,intermediate,0.6,nlp_extraction,0
C3905,Pricing Strategy in Practice,pricing strategy,extracted,intermediate,0.6,nlp_extraction,0
C3905,Pricing Strategy in Practice,practice,extracted,intermediate,0.6,nlp_extraction,0
C3906,Django Web Framework ,django,programming,intermediate,0.9,taxonomy_match,0
C3907,SPSS: Apply & Evaluate Cluster Analysis Techniques,spss,extracted,intermediate,0.6,nlp_extraction,0
C3907,SPSS: Apply & Evaluate Cluster Analysis Techniques,cluster analysis techniques,extracted,intermediate,0.6,nlp_extraction,0
C3910,Introduction to Game Design,game design,multimedia,intermediate,0.9,taxonomy_match,10
C3910,Introduction to Game Design,introduction,extracted,intermediate,0.6,nlp_extraction,0
C3911,Responsible AI: Applying AI Principles with GC - Português,ai principles,extracted,intermediate,0.6,nlp_extraction,0
C3911,Responsible AI: Applying AI Principles with GC - Português,gc - português,extracted,intermediate,0.6,nlp_extraction,0
C3913,Jetson Nano Starter to Pro - A Computer Vision Course,computer vision,data_science,intermediate,0.9,taxonomy_match,0
C3915,"Extract, Analyze, and Translate Text from Images with the Cloud ML APIs",text,extracted,intermediate,0.6,nlp_extraction,0
C3916,Automating the Deployment of Networks with Terraform,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C3921,Deploy and Monitor in Google Cloud for AWS Professionals,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3921,Deploy and Monitor in Google Cloud for AWS Professionals,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C3924,Mathematics for Machine Learning: Linear Algebra,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C3924,Mathematics for Machine Learning: Linear Algebra,linear algebra,mathematics,intermediate,0.9,taxonomy_match,0
C3928,Data Analysis and Visualization,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C3930,Google Cloud VMware Engine,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3934,Observability in Google Cloud - Français,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C3936,Connected Leadership,leadership,project_management,intermediate,0.9,taxonomy_match,0
C3939,Intercultural Communication and Conflict Resolution,communication,project_management,intermediate,0.9,taxonomy_match,0
C3939,Intercultural Communication and Conflict Resolution,conflict resolution,project_management,intermediate,0.9,taxonomy_match,0
C3940,Create Image Captioning Models,image captioning models,extracted,intermediate,0.6,nlp_extraction,0
C3942,Intermediate Object-Oriented Programming with Java,object-oriented programming,software_engineering,intermediate,0.9,taxonomy_match,0
C3942,Intermediate Object-Oriented Programming with Java,java,programming,intermediate,0.9,taxonomy_match,0
C3943,Web Design: Wireframes to Prototypes,web design,design,intermediate,0.9,taxonomy_match,0
C3943,Web Design: Wireframes to Prototypes,wireframes,extracted,intermediate,0.6,nlp_extraction,0
C3943,Web Design: Wireframes to Prototypes,prototypes,extracted,intermediate,0.6,nlp_extraction,0
C3951,Implementando modelo Computer Vision en Amazon Sagemaker,computer vision,data_science,intermediate,0.9,taxonomy_match,0
C3954,Manipulating Data with SQL,sql,programming,intermediate,0.9,taxonomy_match,0
C3955,Alternative Investments As We Age: Building Wealth,wealth,extracted,intermediate,0.6,nlp_extraction,0
C3960,TypeScript Control Structures,typescript,programming,intermediate,0.9,taxonomy_match,0
C3964,Introduction to Python Functions,python,programming,intermediate,0.9,taxonomy_match,0
C3967,Analyzing Market Attractiveness Using Creately,market attractiveness,extracted,intermediate,0.6,nlp_extraction,0
C3968,Microsoft SQL Server Development for Everyone,sql,programming,intermediate,0.9,taxonomy_match,0
C3969,App Dev: Setting up a Development Environment - Python,python,programming,intermediate,0.9,taxonomy_match,0
C3974,Marketing Management Essentials: Market Analysis,market analysis,business_analysis,intermediate,0.9,taxonomy_match,0
C3976,﻿Building RESTful APIs Using Node.js and Express,node.js,programming,intermediate,0.9,taxonomy_match,0
C3976,﻿Building RESTful APIs Using Node.js and Express,﻿building restful apis,extracted,intermediate,0.6,nlp_extraction,0
C3980,"YAML Fundamentals for DevOps, Cloud and IaC Engineers",devops,software_engineering,intermediate,0.9,taxonomy_match,0
C3982,Data Visualization Capstone,data visualization,data_science,intermediate,0.9,taxonomy_match,11
C3985,Stakeholder Management  ,stakeholder management,business_analysis,intermediate,0.9,taxonomy_match,2
C3990,Real-Time Embedded Systems Concepts and Practices,practices,extracted,intermediate,0.6,nlp_extraction,12
C3992,Machine Learning with PySpark: Customer Churn Analysis,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C3992,Machine Learning with PySpark: Customer Churn Analysis,pyspark,extracted,intermediate,0.6,nlp_extraction,0
C3993,Operations Research (2): Optimization Algorithms,research,analytical,intermediate,0.9,taxonomy_match,0
C3993,Operations Research (2): Optimization Algorithms,optimization,mathematics,advanced,0.9,taxonomy_match,0
C3994,Natural Language Processing with Attention Models,natural language processing,data_science,intermediate,0.9,taxonomy_match,0
C3995,Programming in Python,python,programming,intermediate,0.9,taxonomy_match,0
C3998,Capstone Project Using Node.js,node.js,programming,intermediate,0.9,taxonomy_match,0
C3998,Capstone Project Using Node.js,capstone project,extracted,intermediate,0.6,nlp_extraction,0
C3999,Design and Implement Build and Release Pipelines,design,extracted,intermediate,0.6,nlp_extraction,9
C3999,Design and Implement Build and Release Pipelines,build and release pipelines,extracted,intermediate,0.6,nlp_extraction,0
C4002,Deploy and Monitor in Google Cloud for Azure Professionals,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C4002,Deploy and Monitor in Google Cloud for Azure Professionals,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C4005,Certified Kubernetes Administrator (CKA): Unit 5,kubernetes,cloud_computing,advanced,0.9,taxonomy_match,0
C4011,Building a Machine Learning Ready Organization,machine learning,data_science,intermediate,0.9,taxonomy_match,4
C4011,Building a Machine Learning Ready Organization,a machine,extracted,intermediate,0.6,nlp_extraction,4
C4011,Building a Machine Learning Ready Organization,ready organization,extracted,intermediate,0.6,nlp_extraction,0
C4018,Advanced Business Analytics: Excel Optimization & Simulation,optimization,mathematics,advanced,0.9,taxonomy_match,0
C4020,Instagram Storytelling: Write Compelling Stories,storytelling,communication,intermediate,0.9,taxonomy_match,0
C4023,Learning Deep Learning: Unit 2,deep learning,data_science,advanced,0.9,taxonomy_match,4
C4023,Learning Deep Learning: Unit 2,unit,extracted,intermediate,0.6,nlp_extraction,0
C4028,Scanning User-generated Content Using the Cloud Video Intelligence and Cloud Vision APIs,user-generated content,extracted,intermediate,0.6,nlp_extraction,0
C4028,Scanning User-generated Content Using the Cloud Video Intelligence and Cloud Vision APIs,the cloud video intelligence,extracted,intermediate,0.6,nlp_extraction,1
C4029,Developing Solutions for Microsoft Azure (AZ-204),azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C4029,Developing Solutions for Microsoft Azure (AZ-204),developing solutions,extracted,intermediate,0.6,nlp_extraction,0
C4029,Developing Solutions for Microsoft Azure (AZ-204),microsoft azure,extracted,intermediate,0.6,nlp_extraction,0
C4030,ML Pipelines on Google Cloud - Français,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C4031,"Modern Frontend Web Development: Sass, JS & Typescript",web development,software_engineering,intermediate,0.9,taxonomy_match,0
C4031,"Modern Frontend Web Development: Sass, JS & Typescript",typescript,programming,intermediate,0.9,taxonomy_match,0
C4041,Building AI-Powered Application with .NET,ai-powered application,extracted,intermediate,0.6,nlp_extraction,0
C4044,Introduction to Crisis Management and Crisis Communication,communication,project_management,intermediate,0.9,taxonomy_match,0
C4045,Web Design: Strategy and Information Architecture,web design,design,intermediate,0.9,taxonomy_match,0
C4045,Web Design: Strategy and Information Architecture,strategy,extracted,intermediate,0.6,nlp_extraction,0
C4045,Web Design: Strategy and Information Architecture,information architecture,extracted,intermediate,0.6,nlp_extraction,0
C4050,Essential Google Cloud Infrastructure: Core Services,google cloud,cloud_computing,intermediate,0.9,taxonomy_match,1
C4051,Nursing Informatics Leadership Theory and Practice,leadership,project_management,intermediate,0.9,taxonomy_match,0
C4051,Nursing Informatics Leadership Theory and Practice,nursing informatics leadership theory,extracted,intermediate,0.6,nlp_extraction,0
C4051,Nursing Informatics Leadership Theory and Practice,practice,extracted,intermediate,0.6,nlp_extraction,0
C4055,Using BigQuery and Cloud Logging to Analyze BigQuery Usage,bigquery,extracted,intermediate,0.6,nlp_extraction,0
C4055,Using BigQuery and Cloud Logging to Analyze BigQuery Usage,cloud,extracted,intermediate,0.6,nlp_extraction,1
C4055,Using BigQuery and Cloud Logging to Analyze BigQuery Usage,bigquery usage,extracted,intermediate,0.6,nlp_extraction,0
C4056,AWS: Data Protection and Security Governance,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C4057,International Humanitarian Law in Theory and Practice ,theory,extracted,intermediate,0.6,nlp_extraction,0
C4057,International Humanitarian Law in Theory and Practice ,practice,extracted,intermediate,0.6,nlp_extraction,0
C4064,Copilot Power Apps for Beginners: Create an Expense Tracker,beginners,extracted,intermediate,0.6,nlp_extraction,0
C4064,Copilot Power Apps for Beginners: Create an Expense Tracker,an expense tracker,extracted,intermediate,0.6,nlp_extraction,3
C4065,Visual Design of UI & Backends with AWS Amplify Studio,visual design,design,intermediate,0.9,taxonomy_match,0
C4065,Visual Design of UI & Backends with AWS Amplify Studio,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C4065,Visual Design of UI & Backends with AWS Amplify Studio,backends,extracted,intermediate,0.6,nlp_extraction,0
C4067,Implementing Microsoft Azure Backup,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C4067,Implementing Microsoft Azure Backup,microsoft azure backup,extracted,intermediate,0.6,nlp_extraction,0
C4069,Building Navigational Workflows Using React,react,programming,intermediate,0.9,taxonomy_match,0
C4069,Building Navigational Workflows Using React,navigational workflows,extracted,intermediate,0.6,nlp_extraction,0
C4070,"Premiere Pro Pt. 2 — Transitions, Graphics & Animation",animation,multimedia,intermediate,0.9,taxonomy_match,0
C4072,Data Driven Decision Making,decision making,analytical,intermediate,0.9,taxonomy_match,0
C4073,Terraform in AWS from Basics to Guru: Unit 2,terraform,cloud_computing,intermediate,0.9,taxonomy_match,0
C4073,Terraform in AWS from Basics to Guru: Unit 2,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C4075,Leadership ,leadership,project_management,intermediate,0.9,taxonomy_match,0
C4085,Leading Teams: Building Effective Team Cultures,leading teams,extracted,intermediate,0.6,nlp_extraction,0
C4085,Leading Teams: Building Effective Team Cultures,effective team cultures,extracted,intermediate,0.6,nlp_extraction,0
C4090,Advanced CSS & Responsive Web Design,css,programming,intermediate,0.9,taxonomy_match,0
C4090,Advanced CSS & Responsive Web Design,web design,design,intermediate,0.9,taxonomy_match,0
C4092,AWS Services,aws,cloud_computing,intermediate,0.9,taxonomy_match,0
C4096,"Azure Backup, Security, and Compliance Administration",azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C4096,"Azure Backup, Security, and Compliance Administration",compliance,cybersecurity,intermediate,0.9,taxonomy_match,0
C4100,Git Basics for DevOps,git,software_engineering,intermediate,0.9,taxonomy_match,0
C4100,Git Basics for DevOps,devops,software_engineering,intermediate,0.9,taxonomy_match,0
C4102,The Complete Scrum Master Certification & Agile Scrum Course,scrum,software_engineering,intermediate,0.9,taxonomy_match,0
C4102,The Complete Scrum Master Certification & Agile Scrum Course,agile,software_engineering,intermediate,0.9,taxonomy_match,0
C4102,The Complete Scrum Master Certification & Agile Scrum Course,agile scrum course,extracted,intermediate,0.6,nlp_extraction,0
C4103,Creating a Data Transformation Pipeline with Cloud Dataprep,a data transformation pipeline,extracted,intermediate,0.6,nlp_extraction,11
C4107,BigQuery Soccer Data Analysis ,data analysis,data_science,intermediate,0.9,taxonomy_match,0
C4109,Data Storytelling,storytelling,communication,intermediate,0.9,taxonomy_match,0
C4110,"Smart Analytics, Machine Learning, and AI on GCP 日本語版",machine learning,data_science,intermediate,0.9,taxonomy_match,4
C4111,Market Analysis,market analysis,business_analysis,intermediate,0.9,taxonomy_match,0
C4113,Design and Interpretation of Clinical Trials,design,extracted,intermediate,0.6,nlp_extraction,9
C4113,Design and Interpretation of Clinical Trials,interpretation,extracted,intermediate,0.6,nlp_extraction,0
C4113,Design and Interpretation of Clinical Trials,clinical trials,extracted,intermediate,0.6,nlp_extraction,0
C4121,Digital Marketing Analytics in Practice,digital marketing,marketing,intermediate,0.9,taxonomy_match,0
C4121,Digital Marketing Analytics in Practice,marketing analytics,marketing,intermediate,0.9,taxonomy_match,0
C4121,Digital Marketing Analytics in Practice,digital marketing analytics,extracted,intermediate,0.6,nlp_extraction,0
C4121,Digital Marketing Analytics in Practice,practice,extracted,intermediate,0.6,nlp_extraction,0
C4127,XHTML - Server Side Programming with PHP,php,programming,intermediate,0.9,taxonomy_match,0
C4132,Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,azure,cloud_computing,intermediate,0.9,taxonomy_match,0
C4136,Foundations of Teaching for Learning: Being a Teacher,foundations,extracted,intermediate,0.6,nlp_extraction,0
C4136,Foundations of Teaching for Learning: Being a Teacher,teaching,extracted,intermediate,0.6,nlp_extraction,0
C4136,Foundations of Teaching for Learning: Being a Teacher,a teacher,extracted,intermediate,0.6,nlp_extraction,0
C4137,Deep Learning with PyTorch : Object Localization,deep learning,data_science,advanced,0.9,taxonomy_match,4
C4140,Teach English Now! Lesson Design and Assessment,english,extracted,intermediate,0.6,nlp_extraction,0
C4140,Teach English Now! Lesson Design and Assessment,lesson design,extracted,intermediate,0.6,nlp_extraction,9
C4140,Teach English Now! Lesson Design and Assessment,assessment,extracted,intermediate,0.6,nlp_extraction,0
C4145,Fundamental Linear Algebra Concepts with Python,linear algebra,mathematics,intermediate,0.9,taxonomy_match,0
C4145,Fundamental Linear Algebra Concepts with Python,python,programming,intermediate,0.9,taxonomy_match,0
C4146,Build a CI/CD Pipeline with Docker: From Code to Deployment,ci/cd,software_engineering,intermediate,0.9,taxonomy_match,0
C4146,Build a CI/CD Pipeline with Docker: From Code to Deployment,docker,cloud_computing,intermediate,0.9,taxonomy_match,0
C4146,Build a CI/CD Pipeline with Docker: From Code to Deployment,a ci/cd pipeline,extracted,intermediate,0.6,nlp_extraction,0
C4149,Risk Management and Incident Response,risk management,finance,intermediate,0.9,taxonomy_match,2
C4149,Risk Management and Incident Response,incident response,cybersecurity,intermediate,0.9,taxonomy_match,0
C4152,Build Generative AI Agents with Vertex AI and Flutter,agents,extracted,intermediate,0.6,nlp_extraction,0
C4152,Build Generative AI Agents with Vertex AI and Flutter,vertex ai,extracted,intermediate,0.6,nlp_extraction,0
C4157,برمجة Java: إنشاء نظام ترشيح,java,programming,intermediate,0.9,taxonomy_match,0
C4161, Create a Budget with Google Sheets,a budget,extracted,intermediate,0.6,nlp_extraction,0
